date,mktrf,smb,hml,rmw,cma,rf,umd,r_f,r_mkt,r_me,r_ia,r_roe,r_eg
2013/04/28,-0.002,-0.0037,-0.0024,0.0008,0.0014,0.0,-0.0006,0.0002,-0.2475,-0.4014,0.2748,0.129,-0.1802
2013/05/05,0.0112,0.006,0.0018,-0.0021,-0.0027,0.0,-0.0036,0.0001,1.0386,0.6727,-0.3178,-0.4009,-0.5339
2013/05/12,0.0054,0.004,-0.0018,-0.003,-0.0001,0.0,0.0016,0.0001,0.4661,0.4143,-0.1418,-0.2449,-0.1028
2013/05/19,0.0104,0.0007,0.0031,0.0009,-0.0014,0.0,-0.0008,0.0001,0.94,0.2673,-0.2739,-0.1166,-0.3343
2013/05/26,-0.0006,0.0016,0.0007,-0.0007,0.0001,0.0,0.0015,0.0001,-0.1022,0.3046,0.15,0.2103,0.0489
2013/06/02,-0.0131,0.0049,-0.0026,0.002,-0.0014,0.0,-0.0024,0.0001,-1.357,0.3458,-0.1639,-0.0578,0.0473
2013/06/09,0.013,-0.0044,0.0006,-0.0028,-0.0004,0.0,0.0054,0.0001,1.1376,-0.3655,-0.1284,0.005,-0.1094
2013/06/16,-0.0059,-0.0027,-0.0057,0.0021,-0.0004,0.0,0.0025,0.0001,-0.5378,-0.4432,0.2733,-0.0403,0.0855
2013/06/23,0.0013,0.0023,-0.0007,-0.0015,0.0014,0.0,-0.0065,0.0001,0.1448,-0.0503,0.1359,-0.2612,-0.105
2013/06/30,-0.0033,0.003,-0.0013,0.0015,-0.003,0.0,-0.0044,0.0001,-0.28,0.2539,-0.1537,0.0544,0.2889
2013/07/07,0.0111,0.004,0.0047,-0.0034,0.0017,0.0,0.0057,0.0,0.9023,0.5127,0.0422,-0.0644,0.0396
2013/07/14,0.0033,-0.0004,0.002,-0.0067,0.0004,0.0,0.0049,0.0,0.2476,0.0015,-0.0918,-0.3517,0.1923
2013/07/21,0.0009,-0.0013,0.0027,-0.0034,0.0048,0.0,0.0006,0.0,0.1478,-0.2945,0.2323,-0.3592,-0.7084
2013/07/28,0.0002,-0.0064,-0.0029,0.0015,-0.0017,0.0,0.0002,0.0,0.0144,-0.7311,-0.1629,-0.0761,-0.1426
2013/08/04,0.002,-0.0024,-0.0032,-0.0002,-0.0007,0.0,0.005,0.0,0.1333,-0.2671,-0.0281,0.1736,-0.288
2013/08/11,-0.0029,0.0012,-0.0019,0.0014,-0.0016,0.0,0.0011,0.0,-0.192,-0.0502,-0.0966,-0.3136,-0.0572
2013/08/18,-0.0026,0.0004,0.0013,-0.0015,-0.0013,0.0,0.0042,0.0,-0.2934,0.1519,-0.0047,0.2753,-0.079
2013/08/25,0.0038,-0.0027,-0.0015,0.0011,-0.0024,0.0,-0.0031,0.0,0.4365,-0.2673,-0.1172,-0.1493,0.2397
2013/09/01,-0.0047,-0.0115,-0.0019,0.0001,-0.0009,0.0,-0.0044,0.0,-0.4824,-1.2123,-0.2331,-0.1563,0.0227
2013/09/08,0.0,-0.0001,0.0002,-0.0017,-0.0009,0.0,-0.0022,0.0,0.1049,-0.1755,-0.0667,-0.4558,-0.1915
2013/09/15,0.0029,0.0028,-0.0005,0.0016,0.0023,0.0,-0.0003,0.0,0.2666,0.2311,0.2544,0.0627,0.1781
2013/09/22,-0.0063,0.0052,0.002,-0.001,-0.0017,0.0,0.0032,0.0,-0.7309,0.5803,-0.135,0.0158,0.4812
2013/09/29,-0.0039,-0.0001,-0.0002,0.0005,-0.0011,0.0,0.0034,0.0,-0.3604,0.0849,-0.0637,0.1472,0.2769
2013/10/06,0.0074,-0.0001,0.0011,-0.0027,-0.0012,0.0,0.0053,0.0001,0.6732,0.0437,-0.1141,-0.1197,-0.0329
2013/10/13,0.0071,0.0077,0.0,0.0012,-0.0013,0.0,0.0024,0.0001,0.6889,0.6997,-0.1824,0.4045,-0.0259
2013/10/20,0.0073,0.0025,0.0013,-0.0007,-0.0042,0.0,0.0032,0.0001,0.6936,0.1922,-0.662,-0.2874,0.1211
2013/10/27,0.0033,-0.0031,0.0008,0.0015,0.0004,0.0,-0.0026,0.0001,0.3135,-0.4956,-0.1234,-0.4628,0.3561
2013/11/03,0.002,-0.0063,0.0023,0.0024,0.0029,0.0,-0.0006,0.0002,0.1406,-0.5616,0.4721,0.0837,-0.238
2013/11/10,0.0145,0.0059,0.0046,-0.005,-0.0006,0.0,0.013,0.0002,1.2338,0.7283,-0.1365,-0.0697,-0.0508
2013/11/17,0.0043,0.0007,-0.0028,0.0004,-0.0004,0.0,-0.0005,0.0002,0.4417,0.0718,-0.0877,-0.117,0.0153
2013/11/24,0.005,-0.0007,0.0008,-0.0006,-0.0002,0.0,0.0048,0.0002,0.4571,-0.1112,0.0072,-0.1648,-0.1721
2013/12/01,-0.0002,0.0025,-0.0015,-0.0001,-0.0015,0.0,-0.0021,0.0002,0.0164,0.1569,-0.2038,-0.2069,-0.0106
2013/12/08,0.0102,-0.0029,0.0018,0.0,0.0044,0.0,0.0025,0.0001,0.9676,-0.1615,0.3468,0.5816,0.0121
2013/12/15,0.001,0.0023,0.0,-0.0026,0.002,0.0,0.0043,0.0001,0.1276,0.2153,0.1997,-0.3168,-0.4637
2013/12/22,0.0069,0.0126,-0.0029,-0.0024,-0.0038,0.0,0.0039,0.0001,0.6902,1.2025,-0.349,-0.3257,-0.0991
2013/12/29,-0.0005,-0.0003,0.0024,0.0009,0.0024,0.0,-0.0084,0.0001,-0.0067,0.0002,0.1772,-0.172,-0.104
2014/01/05,0.0003,0.0041,0.0004,-0.0036,0.0014,0.0,0.0024,0.0001,0.0489,0.6481,0.1239,0.1681,-0.0434
2014/01/12,0.0027,0.0045,-0.0082,-0.003,-0.0033,0.0,-0.0015,0.0001,0.358,0.2203,-0.0775,-0.0531,0.1611
2014/01/19,-0.0039,0.0001,0.0002,-0.0019,0.0003,0.0,0.0,0.0001,-0.3463,-0.1038,-0.0002,-0.2303,0.1773
2014/01/26,-0.0219,-0.0038,0.0017,0.0021,0.0004,0.0,-0.0099,0.0001,-2.1124,-0.5407,-0.0737,-0.0825,0.329
2014/02/02,-0.0066,-0.001,-0.0034,0.002,-0.0021,0.0,0.0011,0.0001,-0.5798,0.1427,0.1892,0.7735,0.165
2014/02/09,0.0133,-0.0024,-0.0063,-0.0044,-0.0047,0.0,0.0058,0.0002,1.261,-0.3796,-0.3735,-0.4215,0.1806
2014/02/16,0.0042,-0.0033,0.0036,0.0037,0.0035,0.0,-0.0033,0.0002,0.4117,-0.3715,0.2623,-0.0729,-0.0602
2014/02/23,-0.0009,0.0037,-0.0002,0.0,-0.0007,0.0,0.0024,0.0002,-0.0819,0.294,0.0772,-0.0891,-0.093
2014/03/02,0.0015,-0.0067,0.0084,0.0044,0.0013,0.0,-0.0027,0.0002,0.1664,-0.5107,0.1462,0.6338,-0.1816
2014/03/09,0.0004,-0.0001,0.0052,0.0018,0.0031,0.0,-0.0024,0.0001,-0.0797,0.054,0.4127,0.1577,0.167
2014/03/16,-0.0016,0.0068,-0.0009,0.0019,0.0002,0.0,-0.0012,0.0001,-0.1382,0.4863,0.0402,-0.2212,0.0448
2014/03/23,-0.0037,-0.0017,0.0086,0.005,0.0041,0.0,-0.0111,0.0001,-0.2869,0.0246,0.5543,0.349,-0.224
2014/03/30,0.0041,-0.0036,0.0055,0.0057,0.0031,0.0,-0.0047,0.0001,0.4472,-0.3759,0.31,0.1171,-0.0895
2014/04/06,-0.0147,-0.0101,0.0069,0.0063,0.0045,0.0,-0.0169,0.0001,-1.2586,-1.153,0.4088,0.091,-0.2712
2014/04/13,-0.0107,-0.0038,0.0023,0.0043,0.0003,0.0,-0.0053,0.0001,-0.9782,-0.5314,0.0008,0.3352,0.1457
2014/04/20,0.0023,0.0031,0.0023,-0.0019,0.001,0.0,0.0027,0.0001,0.2273,0.1206,-0.0304,-0.1394,-0.2272
2014/04/27,-0.0105,-0.0088,0.0053,0.0083,0.0066,0.0,-0.0128,0.0001,-0.9471,-0.9173,0.757,0.4626,0.0139
2014/05/04,-0.0007,0.0026,0.0041,0.0032,0.0017,0.0,0.0011,0.0,-0.0265,0.3552,0.109,0.4084,-0.1373
2014/05/11,0.0025,0.0064,-0.0036,-0.0014,-0.0007,0.0,-0.0017,0.0,0.1575,0.6561,-0.2205,0.0094,0.0334
2014/05/18,0.0036,0.0023,-0.0042,0.0019,-0.0017,0.0,-0.0018,0.0,0.341,0.3042,-0.0156,0.4128,0.2419
2014/05/25,0.0049,0.006,-0.0023,-0.0011,-0.0005,0.0,0.0041,0.0,0.4764,0.5867,-0.0312,-0.0375,-0.0355
2014/06/01,0.0006,-0.0061,0.0026,0.0034,0.0008,0.0,-0.0001,0.0,0.0651,-0.6064,0.0434,0.2704,0.123
2014/06/08,0.0054,0.0048,-0.0001,-0.0013,-0.0011,0.0,-0.0023,0.0001,0.5111,0.445,-0.1266,-0.0558,-0.3196
2014/06/15,0.0031,-0.0005,-0.0018,0.001,-0.001,0.0,-0.0008,0.0001,0.3064,-0.2608,-0.1369,-0.3562,-0.0916
2014/06/22,0.0018,0.002,0.0005,0.0003,0.0003,0.0,0.0034,0.0001,0.2068,0.2242,-0.0346,0.0762,0.1235
2014/06/29,0.0026,0.0048,-0.0022,0.0013,-0.0014,0.0,-0.0012,0.0001,0.2881,0.5461,-0.2665,-0.08,-0.0709
2014/07/06,0.0059,0.0021,0.0011,0.0001,0.0021,0.0,0.0006,0.0001,0.4963,0.3233,0.1383,0.2558,0.0376
2014/07/13,0.0012,-0.003,-0.0038,-0.0039,-0.001,0.0,0.0012,0.0001,0.0772,-0.311,-0.0957,-0.0259,-0.0818
2014/07/20,0.0112,0.0046,-0.0045,-0.0026,-0.0028,0.0,0.005,0.0001,1.0256,0.4633,-0.3111,-0.1328,0.3086
2014/07/27,-0.0053,-0.004,0.0018,-0.0001,0.0007,0.0,-0.0021,0.0001,-0.5033,-0.4862,0.1325,0.1171,-0.2127
2014/08/03,-0.0032,-0.0023,-0.0005,0.0009,0.0016,0.0,0.003,0.0,-0.3456,-0.167,0.3023,0.5896,0.1348
2014/08/10,0.0112,-0.0016,-0.0015,0.0034,0.0015,0.0,0.0005,0.0,1.03,-0.2341,0.2119,0.0663,-0.0832
2014/08/17,0.0,-0.0015,-0.0014,0.0018,-0.0023,0.0,0.0038,0.0,0.0295,-0.2389,-0.0992,-0.0896,0.2722
2014/08/24,-0.001,0.0027,-0.0036,-0.0006,-0.0015,0.0,0.0009,0.0,-0.1441,0.1826,-0.1588,-0.1095,0.0452
2014/08/31,0.0039,0.0029,0.0009,-0.0031,-0.0016,0.0,0.0006,0.0,0.3797,0.1742,-0.1002,-0.4022,0.0994
2014/09/07,0.0045,-0.0028,-0.0003,0.0013,0.0003,0.0,0.0028,0.0,0.4378,-0.376,0.1352,-0.0604,0.1416
2014/09/14,-0.0055,-0.0019,0.0011,-0.0006,0.0014,0.0,-0.0042,0.0,-0.6582,0.007,0.0421,0.3284,-0.007
2014/09/21,-0.0018,-0.0096,0.0003,0.002,-0.0006,0.0,0.0001,0.0,-0.2361,-1.0727,0.0444,-0.0625,-0.0643
2014/09/28,0.0085,-0.0006,-0.0024,0.0009,-0.0048,0.0,0.0059,0.0,0.8413,-0.1343,-0.3031,0.3479,0.2466
2014/10/05,0.0108,-0.004,-0.0044,-0.001,-0.0009,0.0,0.0046,0.0001,0.9108,-0.2843,-0.311,0.1263,-0.2061
2014/10/12,-0.013,-0.0007,0.005,0.0074,0.0035,0.0,-0.0038,0.0001,-1.3339,-0.183,0.3848,0.4097,-0.2198
2014/10/19,0.0114,-0.0157,-0.0009,-0.0003,0.0027,0.0,0.0106,0.0001,1.0815,-1.2856,0.2465,0.9751,-0.1849
2014/10/26,0.0066,-0.005,-0.0012,-0.0034,0.0009,0.0,0.0109,0.0001,0.6017,-0.2733,0.3203,0.4346,-0.3625
2014/11/02,0.0123,0.0032,0.002,0.0019,-0.0001,0.0,0.0,0.0001,1.1532,0.2979,-0.0637,-0.1386,0.2694
2014/11/09,0.0009,0.0001,0.0047,-0.0021,0.0006,0.0,-0.0091,0.0,0.1989,-0.1442,0.0286,-0.4449,-0.0743
2014/11/16,0.0006,-0.0015,0.0017,-0.0002,-0.0012,0.0,-0.008,0.0,0.1343,-0.1326,-0.2181,-0.2119,0.0149
2014/11/23,0.0048,-0.0037,-0.0007,-0.0008,0.0004,0.0,-0.0034,0.0,0.5321,-0.3051,0.0222,-0.1519,-0.2354
2014/11/30,-0.0034,-0.01,-0.0116,0.0067,0.0002,0.0,0.0114,0.0,-0.6087,-0.8007,-0.1058,0.7811,0.229
2014/12/07,0.0025,0.0057,0.0025,-0.0065,0.0018,0.0,0.0041,0.0,0.1455,0.7403,0.0098,0.0088,-0.1642
2014/12/14,-0.0155,0.0046,-0.0059,0.0021,-0.0029,0.0,0.0004,0.0,-1.5237,0.2205,-0.2524,-0.2733,0.1357
2014/12/21,0.0043,-0.0024,0.0023,-0.0047,-0.0002,0.0,-0.0096,0.0,0.4599,-0.3519,0.1253,-0.6654,-0.321
2014/12/28,0.0039,0.0034,-0.0031,-0.0008,-0.0015,0.0,0.0008,0.0,0.3674,0.2697,-0.1264,-0.1693,-0.1722
2015/01/04,-0.0012,-0.0057,0.0008,-0.0025,0.0012,0.0,-0.0008,0.0001,-0.0235,-0.4646,0.1826,-0.0829,0.0757
2015/01/11,-0.0085,-0.0002,-0.0047,-0.0012,-0.0016,0.0,-0.0001,0.0001,-0.755,-0.0055,0.0406,-0.0719,0.0866
2015/01/18,0.0136,0.0049,-0.0013,-0.0031,-0.001,0.0,-0.002,0.0001,1.3848,0.5405,-0.0833,-0.0444,0.1471
2015/01/25,-0.0047,0.0043,-0.0077,-0.0005,-0.0053,0.0,0.001,0.0001,-0.4201,0.4154,-0.49,-0.2257,0.146
2015/02/01,-0.0131,-0.0084,0.0005,-0.0016,-0.0045,0.0,-0.0266,0.0001,-1.219,-1.2179,-0.7277,-1.0814,0.3008
2015/02/08,-0.002,0.0009,0.0034,-0.0018,-0.0012,0.0,-0.0078,-0.0001,-0.3589,0.0974,-0.4096,0.0669,-0.0824
2015/02/15,0.0047,0.0014,-0.0032,-0.003,-0.0024,0.0,-0.0133,-0.0001,0.4738,0.2593,0.0959,0.0239,-0.3855
2015/02/22,0.0061,-0.0044,-0.0027,-0.0007,-0.001,0.0,0.0056,-0.0001,0.5713,-0.3843,-0.2567,0.0708,-0.2887
2015/03/01,-0.0036,-0.0022,0.002,0.0006,0.0028,0.0,-0.0018,-0.0001,-0.2606,-0.1215,0.1886,-0.2714,-0.1345
2015/03/08,-0.0129,0.003,0.0043,-0.0011,0.0001,0.0,0.001,0.0,-1.3853,0.2951,-0.2188,-0.0346,0.2046
2015/03/15,-0.0057,0.002,-0.0004,-0.001,-0.0011,0.0,0.0072,0.0,-0.5523,0.2217,-0.1932,-0.3107,0.0384
2015/03/22,0.0081,-0.0011,0.0056,0.0044,0.0022,0.0,-0.004,0.0,0.9384,-0.123,0.1344,0.5476,0.268
2015/03/29,0.0032,0.0043,-0.0071,-0.0014,-0.0013,0.0,0.0115,0.0,0.2472,0.4724,-0.0746,0.0077,-0.124
2015/04/05,0.0035,-0.001,0.0028,-0.0012,0.0023,0.0,-0.0056,0.0001,0.4002,-0.0704,0.0716,0.0258,-0.22
2015/04/12,0.0049,-0.0016,-0.0029,-0.0047,0.0021,0.0,0.0031,0.0001,0.4603,-0.2103,0.1787,-0.1977,-0.7276
2015/04/19,-0.0123,-0.0042,0.0016,0.0016,0.0007,0.0,0.0008,0.0001,-1.1305,-0.5625,0.2256,-0.068,-0.2899
2015/04/26,0.0017,-0.0053,-0.0031,0.0083,-0.0052,0.0,0.0038,0.0001,0.1159,-0.6878,-0.4302,0.342,0.1592
2015/05/03,0.0101,-0.0031,-0.006,0.0025,-0.001,0.0,0.01,0.0,0.9301,-0.0162,0.1372,0.8231,0.2929
2015/05/10,0.0121,-0.0055,-0.0012,-0.0028,-0.0022,0.0,0.0017,0.0,1.2089,-0.5239,-0.1753,-0.0124,0.3329
2015/05/17,0.0005,-0.0022,-0.0021,0.0025,0.0027,0.0,-0.0036,0.0,0.1066,-0.2048,0.2583,-0.0322,-0.146
2015/05/24,-0.0022,-0.0013,-0.0012,-0.0012,-0.0004,0.0,0.003,0.0,-0.2204,-0.0788,0.0334,-0.0764,-0.0321
2015/05/31,-0.0058,0.0005,0.0004,-0.0025,0.0001,0.0,0.0013,0.0,-0.5812,-0.018,-0.0032,-0.2283,-0.0906
2015/06/07,0.0006,0.0084,0.001,-0.0054,-0.0038,0.0,-0.002,0.0,-0.0011,0.7286,-0.4271,-0.7066,-0.4404
2015/06/14,-0.0063,0.0034,0.0012,0.0009,0.001,0.0,0.0009,0.0,-0.6182,0.4797,-0.0503,0.281,0.0218
2015/06/21,-0.0043,0.0052,-0.002,0.0008,-0.0005,0.0,0.0038,0.0,-0.4865,0.4273,0.017,0.3034,-0.2072
2015/06/28,-0.0006,-0.0018,0.0041,0.0032,0.0028,0.0,0.0004,0.0,-0.0817,-0.2633,0.2544,0.2872,-0.2292
2015/07/05,-0.0011,-0.0061,-0.001,-0.0005,-0.0002,0.0,-0.0033,-0.0002,-0.0553,-0.6521,-0.0256,-0.211,-0.1207
2015/07/12,0.0124,0.0019,-0.0051,-0.0022,-0.0002,0.0,0.0108,-0.0002,1.2686,0.2696,-0.094,0.4693,0.1531
2015/07/19,0.0005,-0.0065,-0.0066,-0.0025,-0.0072,0.0,-0.001,-0.0002,-0.0623,-0.611,-0.6596,0.0038,0.2908
2015/07/26,-0.0108,-0.0069,0.0005,-0.0005,-0.0008,0.0,0.0105,-0.0002,-1.0026,-0.6343,-0.3545,0.2224,0.2238
2015/08/02,-0.0015,0.0074,-0.0101,0.0024,-0.0008,0.0,0.012,-0.0002,-0.0766,0.6327,-0.1437,0.3014,-0.0039
2015/08/09,-0.0036,-0.0045,-0.003,0.0027,0.0009,0.0,0.0102,0.0001,-0.3291,-0.202,0.1992,0.7944,0.2532
2015/08/16,0.0043,0.0014,0.0044,-0.0008,0.0001,0.0,0.0019,0.0001,0.3789,0.1862,-0.0098,0.1559,-0.1925
2015/08/23,-0.0295,0.018,0.0014,-0.0073,0.0073,0.0,-0.0013,0.0001,-2.8055,1.7423,0.7429,-0.5314,-0.386
2015/08/30,0.0023,0.01,0.0008,-0.0026,0.0008,0.0,-0.0152,0.0001,0.2546,0.7238,-0.083,-1.2112,-0.404
2015/09/06,-0.0139,0.0084,-0.0057,-0.0008,-0.004,0.0,0.007,0.0,-1.3766,0.8152,-0.4044,0.1453,0.0856
2015/09/13,0.0044,-0.0028,-0.0069,-0.001,-0.0032,0.0,0.0125,0.0,0.3421,-0.1793,-0.21,0.4197,0.2159
2015/09/20,-0.0162,0.0029,-0.0096,-0.0044,-0.0045,0.0,0.0123,0.0,-1.5333,0.0722,-0.3669,-0.1818,-0.1081
2015/09/27,-0.0022,-0.0147,0.0188,0.0054,0.0048,0.0,-0.0051,0.0,-0.2121,-1.0788,0.4506,1.3264,0.4333
2015/10/04,0.0148,0.0025,-0.0084,-0.0013,0.0004,0.0,-0.0218,-0.0001,1.5205,-0.2024,0.0102,-2.0303,-0.512
2015/10/11,0.0012,0.001,-0.0107,0.0012,-0.0011,0.0,0.0042,-0.0001,0.1438,0.1211,-0.1844,0.0134,-0.0963
2015/10/18,0.0036,-0.0053,-0.0032,0.0004,0.0006,0.0,0.0077,-0.0001,0.34,-0.6235,-0.0427,0.241,-0.0276
2015/10/25,0.0109,-0.0003,-0.0056,0.0025,-0.0066,0.0,0.009,-0.0001,0.9514,-0.0393,-0.6987,-0.236,0.7143
2015/11/01,-0.0042,0.0017,-0.0056,0.0035,0.001,0.0,-0.0102,-0.0001,-0.4012,0.2106,-0.1428,-0.0918,-0.2205
2015/11/08,0.0014,0.0093,0.0033,-0.0051,-0.0013,0.0,0.0033,0.0001,-0.038,1.0422,-0.1121,-0.383,0.0428
2015/11/15,-0.0107,0.0033,0.0037,-0.0057,0.004,0.0,-0.006,0.0001,-0.9786,0.4217,0.5296,-0.5853,-0.736
2015/11/22,0.0036,0.004,-0.0039,0.0029,0.0004,0.0,0.009,0.0001,0.3011,0.5281,-0.1062,0.2949,0.8355
2015/11/29,0.0009,0.0022,-0.0029,-0.0016,0.0008,0.0,0.0078,0.0001,0.0779,0.335,-0.0511,0.4236,0.1278
2015/12/06,0.0187,-0.0104,-0.0048,0.0015,-0.0034,0.0,0.0203,0.0005,1.645,-0.6078,-0.2828,1.316,1.296
2015/12/13,-0.0203,-0.0021,-0.0006,0.002,0.0029,0.0,0.0041,0.0005,-1.9856,-0.013,0.3319,0.8029,1.0309
2015/12/20,-0.017,0.0069,-0.0037,-0.0029,0.0024,0.0,-0.0077,0.0005,-1.5074,0.4721,0.3513,-0.5367,-0.2639
2015/12/27,-0.0011,0.0026,-0.0002,-0.0021,0.0012,0.0,0.0008,0.0005,-0.0836,0.2652,0.0632,0.0098,0.0908
2016/01/03,-0.0092,-0.0023,0.0023,-0.0011,0.0009,0.0,-0.0097,0.0005,-0.8207,-0.3049,0.0536,-0.6669,-0.9432
2016/01/10,-0.0111,-0.0052,-0.0003,0.0025,0.0005,0.0,-0.0011,0.0002,-1.0927,-0.5725,-0.0436,0.1699,-0.049
2016/01/17,-0.0214,0.004,-0.0024,0.0037,0.0045,0.0,0.0036,0.0002,-2.1699,0.3844,0.3548,0.8949,0.3299
2016/01/24,0.0208,0.0013,-0.002,-0.0052,-0.0064,0.0,-0.0016,0.0002,2.2495,0.1129,-0.8114,-0.4362,-0.2133
2016/01/31,0.0257,0.006,0.0043,0.0001,0.0041,0.0,-0.012,0.0002,2.4567,0.755,0.5225,-0.3582,-1.0182
2016/02/07,-0.0206,-0.0074,0.0164,0.0106,0.0119,1e-05,-0.0069,0.001,-1.9628,-0.2701,1.7124,0.8445,0.0328
2016/02/14,0.0199,-0.0027,0.011,-0.004,0.0019,1e-05,-0.0129,0.001,2.0136,-0.1149,0.2509,-0.2598,-1.0046
2016/02/21,0.0006,0.0027,-0.0058,-0.0065,-0.0039,1e-05,0.0145,0.001,-0.0238,0.2916,-0.3993,-0.0707,0.3467
2016/02/28,-0.0001,0.0086,0.0029,-0.0056,-0.0004,1e-05,-0.0201,0.001,0.0268,0.8835,-0.103,-0.8296,-0.8211
2016/03/06,0.0037,0.0033,0.0029,0.001,0.0007,1e-05,-0.0097,0.0009,0.4148,0.1882,-0.1479,-0.6873,-0.5886
2016/03/13,0.0169,0.0031,0.0023,-0.0041,-0.0043,1e-05,-0.0196,0.0009,1.7445,0.3694,-0.6338,-0.986,-0.2281
2016/03/20,0.0054,0.0043,-0.0015,-0.0022,0.0009,1e-05,-0.0086,0.0009,0.3865,0.48,-0.0552,-0.4324,-0.2468
2016/03/27,0.0,0.0045,-0.0007,0.0006,0.0006,1e-05,-0.0052,0.0009,-0.0158,0.316,-0.0638,-0.3345,-0.2944
2016/04/03,0.0064,-0.0032,-0.0062,-0.0039,-0.001,0.0,0.011,0.0002,0.4654,-0.1532,-0.0495,0.4321,0.1918
2016/04/10,0.0029,0.0013,0.0068,0.0038,0.0024,0.0,-0.0061,0.0002,0.4348,0.0148,0.0766,-0.6535,-0.5507
2016/04/17,-0.0004,0.0031,-0.0034,0.0023,0.0021,0.0,0.0043,0.0002,-0.0557,0.3382,0.1998,0.2276,-0.0458
2016/04/24,0.0012,0.01,0.0052,-0.0008,0.0083,0.0,-0.0129,0.0002,0.1831,0.8524,0.2216,-0.9901,-0.6399
2016/05/01,-0.005,-0.0022,0.0038,0.0002,-0.0019,0.0,0.0071,0.0002,-0.4467,-0.4398,-0.1247,-0.301,-0.017
2016/05/08,0.0038,0.0007,0.0024,0.0018,0.0029,1e-05,0.0023,0.0005,0.3517,0.3471,0.2415,0.4087,0.4264
2016/05/15,-0.0082,0.0031,-0.0068,-0.0055,-0.0011,1e-05,0.0019,0.0005,-0.7978,0.3943,-0.1496,-0.1142,0.1442
2016/05/22,0.0075,0.0085,-0.0027,-0.004,-0.004,1e-05,-0.012,0.0005,0.7627,0.8196,-0.3471,-0.371,-0.1308
2016/05/29,0.0049,0.0036,-0.0017,-0.0011,-0.001,1e-05,-0.002,0.0005,0.4399,0.4605,-0.1319,0.2772,0.1865
2016/06/05,-0.0038,-0.0021,-0.0007,0.0051,0.0016,1e-05,0.0066,0.0009,-0.1931,-0.3793,-0.005,0.3567,-0.0709
2016/06/12,-0.0105,-0.0038,-0.0018,0.0018,0.0057,1e-05,0.0151,0.0009,-1.124,-0.1287,0.7244,1.0029,0.71
2016/06/19,-0.003,0.0006,0.0095,0.0042,0.0048,1e-05,-0.01,0.0009,-0.1774,-0.2215,0.09,-0.768,-0.8842
2016/06/26,-0.037,0.0002,-0.0122,0.0098,0.0019,1e-05,0.0203,0.0009,-3.6614,0.0563,-0.1108,1.2959,0.444
2016/07/03,0.0024,0.0047,-0.0043,-0.0007,0.0027,1e-05,-0.0095,0.0009,0.3003,0.4231,0.067,-0.5848,-0.6032
2016/07/10,0.016,0.0098,0.0032,0.0002,0.0029,1e-05,-0.0061,0.0009,1.5471,1.0107,0.2053,-0.2305,-0.1207
2016/07/17,-0.0005,0.0029,0.0,-0.0029,0.0,1e-05,-0.0013,0.0009,-0.0807,0.2035,-0.0022,-0.2063,-0.0842
2016/07/24,0.0048,0.0028,-0.0013,0.004,-0.0028,1e-05,0.0033,0.0009,0.4492,0.1496,-0.344,-0.002,0.1708
2016/07/31,0.0017,-0.0005,0.0001,-0.0002,0.0035,1e-05,0.0015,0.0009,0.2615,-0.2642,0.1667,-0.8644,-0.2747
2016/08/07,0.0093,0.0055,0.0099,-0.0058,-0.0034,1e-05,-0.0134,0.0007,0.8056,0.7286,-0.2169,-0.431,-0.0615
2016/08/14,-0.0006,0.0014,-0.0017,-0.0014,-0.0028,1e-05,-0.0027,0.0007,-0.0503,-0.0944,-0.1601,-0.4365,-0.3141
2016/08/21,-0.0011,0.0007,-0.0014,0.0022,-0.0014,1e-05,-0.0025,0.0007,-0.1836,0.1702,-0.1342,0.336,0.5035
2016/08/28,-0.0015,0.0011,-0.0009,-0.0039,-0.002,1e-05,-0.0045,0.0007,-0.1836,0.0693,-0.2246,-0.2903,0.0947
2016/09/04,0.0053,0.0044,0.0035,-0.0013,0.0019,1e-05,0.0002,0.001,0.5875,0.38,0.2142,-0.2238,-0.358
