date,mktrf,smb,hml,rmw,cma,rf,umd,r_f,r_mkt,r_me,r_ia,r_roe,r_eg
2016/09/11,-0.0247,-0.0057,0.0041,0.0003,-0.0044,1e-05,-0.0018,0.001,-2.5041,-0.472,-0.1956,0.4129,0.7511
2016/09/18,-0.0036,0.0029,-0.0045,0.0021,-0.0019,1e-05,0.001,0.001,-0.3872,0.1026,-0.1018,-0.104,0.1848
2016/09/25,-0.006,-0.0005,-0.0021,0.0053,-0.0051,1e-05,-0.0036,0.001,-0.5962,-0.1492,-0.6617,0.2162,0.3285
2016/10/02,0.0088,0.0043,0.0034,-0.002,0.001,1e-05,-0.0036,0.001,0.7813,0.427,0.123,-0.0989,-0.2603
2016/10/09,-0.0038,-0.0054,0.002,-0.0028,-0.0035,1e-05,0.0017,0.0008,-0.383,-0.705,-0.3573,-0.147,0.2603
2016/10/16,0.0001,-0.0036,0.0058,0.0007,0.001,1e-05,0.0031,0.0008,-0.0333,-0.1797,0.3212,0.7608,0.4274
2016/10/23,0.0002,-0.0018,-0.0033,0.0017,-0.0017,1e-05,-0.0025,0.0008,-0.0135,-0.0571,-0.122,0.4057,0.2041
2016/10/30,-0.0029,-0.0013,0.0008,-0.0013,0.0036,1e-05,0.0042,0.0008,-0.2578,-0.236,0.2908,0.2114,0.6654
2016/11/06,-0.0012,0.0085,-0.0044,-0.0009,-0.0005,1e-05,-0.006,0.0006,-0.1247,0.7594,-0.2132,-0.1786,0.0881
2016/11/13,0.0018,0.0253,-0.0002,0.0002,-0.0033,1e-05,-0.0026,0.0006,0.0244,2.5555,-0.5859,0.4125,0.6158
2016/11/20,-0.0016,0.0057,0.0038,-0.002,0.0011,1e-05,0.0014,0.0006,-0.1357,0.4427,0.3594,-0.1823,-0.3574
2016/11/27,0.004,-0.0005,-0.0029,0.0026,-0.0016,1e-05,0.0003,0.0006,0.364,0.081,-0.2888,0.4374,0.2554
2016/12/04,0.0,-0.0001,-0.0032,-0.0011,0.0009,1e-05,0.0045,0.0011,0.0692,-0.1099,0.0594,-0.1741,0.1041
2016/12/11,0.0046,-0.0035,0.002,-0.0006,-0.0004,1e-05,-0.0066,0.0011,0.3909,-0.4447,0.0827,0.0708,0.1938
2016/12/18,-0.0022,-0.0001,-0.0041,-0.0015,-0.0001,1e-05,-0.0088,0.0011,-0.1159,-0.0441,0.0841,-0.2579,-0.6225
2016/12/25,0.0019,0.0053,-0.005,-0.0036,-0.0015,1e-05,-0.0039,0.0011,0.1839,0.5468,-0.3767,-0.4076,-0.1169
2017/01/01,-0.0052,-0.0006,0.002,-0.0011,0.0003,1e-05,-0.0026,0.0011,-0.4054,-0.0758,0.0305,-0.1047,-0.0907
2017/01/08,0.0029,-0.0074,-0.0031,-0.0035,-0.003,2e-05,-0.0018,0.0018,0.2294,-0.9036,-0.3182,-0.2522,0.1784
2017/01/15,0.0029,0.0059,-0.0008,-0.0028,-0.0017,2e-05,0.0017,0.0018,0.2815,0.6362,-0.3448,-0.2083,0.1806
2017/01/22,0.0033,0.0009,0.0023,0.0014,0.0001,2e-05,0.0018,0.0018,0.361,0.0671,0.096,0.0114,-0.1306
2017/01/29,-0.0012,-0.0006,-0.0068,0.001,0.0005,2e-05,0.0005,0.0018,-0.1609,0.0401,-0.0396,0.2889,0.5496
2017/02/05,0.0082,0.0062,0.0075,-0.005,0.0031,2e-05,0.0089,0.0019,0.7781,0.7294,0.3321,-0.2761,-0.4061
2017/02/12,0.0038,0.0041,0.0014,0.0001,0.0015,2e-05,-0.0033,0.0019,0.4086,0.4455,0.2602,0.0062,-0.136
2017/02/19,0.002,-0.0006,-0.0054,0.0001,-0.004,2e-05,-0.0042,0.0019,0.1877,0.0094,-0.4972,0.0113,0.2935
2017/02/26,0.0015,-0.0011,-0.0098,0.0033,-0.0023,2e-05,-0.0061,0.0019,0.043,-0.1462,-0.3611,0.4334,0.5817
2017/03/05,0.0009,-0.0018,0.0014,-0.0006,-0.001,1e-05,0.0064,0.0015,0.0931,-0.185,-0.1315,-0.0034,0.0751
2017/03/12,0.0034,0.0006,-0.0048,0.0027,0.0004,1e-05,-0.0019,0.0015,0.344,0.1571,-0.054,0.0702,0.195
2017/03/19,-0.0008,0.0058,-0.0033,0.0015,0.0002,1e-05,0.0013,0.0015,-0.0817,0.3931,0.1233,0.1853,0.3065
2017/03/26,-0.0005,0.0011,-0.0021,-0.0026,-0.0032,1e-05,0.0008,0.0015,-0.0333,0.1102,-0.399,-0.1458,0.124
2017/04/02,-0.0016,0.0055,-0.0032,0.0004,0.0008,1e-05,0.0,0.0015,-0.1104,0.504,-0.0388,-0.2697,0.043
2017/04/09,-0.0008,0.0007,-0.0026,0.0001,-0.0005,3e-05,0.0001,0.0028,-0.0747,0.1123,-0.227,0.0434,0.1026
2017/04/16,-0.0075,-0.0034,-0.0081,-0.0003,-0.0038,3e-05,-0.0031,0.0028,-0.723,-0.1573,-0.5125,0.2992,0.2581
2017/04/23,-0.0028,0.0006,-0.0015,0.0035,-0.0019,3e-05,0.0018,0.0028,-0.2871,-0.1425,-0.0955,-0.0063,0.0095
2017/04/30,-0.003,-0.0076,-0.0061,0.001,-0.0019,3e-05,-0.0008,0.0028,-0.2639,-0.8255,-0.2396,0.1308,0.2607
2017/05/07,0.0046,0.0011,0.0,-0.0022,0.0065,3e-05,-0.003,0.0028,0.5767,0.1542,0.4258,-0.6618,-0.2702
2017/05/14,-0.0018,-0.0038,-0.0061,-0.0027,-0.0033,3e-05,0.0031,0.0028,-0.1567,-0.4503,-0.4776,-0.1467,0.2367
2017/05/21,0.007,-0.0034,0.004,-0.0009,0.0079,3e-05,-0.0025,0.0028,0.7556,-0.2469,0.6019,-0.3401,-0.5223
2017/05/28,0.0006,-0.0003,0.001,0.0018,0.0014,3e-05,0.0016,0.0028,0.0282,0.161,0.1523,0.4246,0.2567
2017/06/04,0.0035,0.0044,-0.0076,0.0015,-0.0048,3e-05,0.0056,0.0028,0.3455,0.5085,-0.6173,0.2329,0.7349
2017/06/11,-0.0012,0.0031,0.0244,-0.0015,0.0109,3e-05,-0.016,0.0028,-0.0569,0.1862,1.6291,-0.1601,-1.7877
2017/06/18,-0.0003,-0.0025,-0.0015,-0.0046,0.0016,3e-05,0.0011,0.0028,0.0518,-0.3712,0.0824,-0.4797,-0.3634
2017/06/25,0.0024,0.0075,-0.0048,-0.0037,0.0008,3e-05,-0.0009,0.0028,0.289,0.7996,0.0046,-0.2641,-0.3507
2017/07/02,0.0014,-0.0009,-0.0029,0.0021,0.003,3e-05,-0.0035,0.0028,0.1419,0.0198,0.2144,0.2301,-0.0325
2017/07/09,0.007,0.004,-0.0041,0.0018,-0.005,4e-05,0.0083,0.0036,0.6401,0.5087,-0.6243,0.3068,0.5239
2017/07/16,0.0042,-0.0022,-0.0052,0.0016,-0.0001,4e-05,-0.0014,0.0036,0.4821,-0.2789,-0.1311,0.0022,0.1927
2017/07/23,-0.0008,-0.0042,-0.0024,-0.0001,-0.0033,4e-05,0.0031,0.0036,-0.0962,-0.3632,-0.4368,0.181,0.3409
2017/07/30,-0.0017,-0.0006,0.0026,-0.0021,0.0025,4e-05,0.0018,0.0036,-0.1106,-0.1437,0.1061,-0.3705,-0.1768
2017/08/06,0.0025,0.0036,0.0039,-0.0003,0.0009,4e-05,0.0002,0.0036,0.1982,0.277,0.0929,-0.3258,-0.4878
2017/08/13,0.0019,0.0017,-0.0087,0.0036,-0.0008,4e-05,0.0,0.0036,0.1465,0.3146,-0.2457,0.0527,0.3967
2017/08/20,-0.0015,0.0011,0.0024,-0.0027,0.0,4e-05,0.0021,0.0036,-0.1218,0.0063,0.0051,-0.2099,-0.1636
2017/08/27,0.0018,0.0016,0.0056,0.0013,0.0024,4e-05,-0.0044,0.0036,0.196,0.209,0.4333,0.195,-0.339
2017/09/03,0.0027,0.0043,0.0041,-0.0008,0.0035,5e-05,-0.0038,0.0047,0.2808,0.4508,0.3919,-0.0896,-0.5664
2017/09/10,-0.0016,0.0013,0.0038,0.0022,-0.0011,5e-05,0.0045,0.0047,-0.1321,0.1951,-0.0245,0.3709,0.2945
2017/09/17,0.0019,0.0025,0.0014,0.0029,-0.0003,5e-05,-0.0023,0.0047,0.178,0.4058,0.1532,0.2119,-0.0533
2017/09/24,0.0012,0.0043,0.0012,0.0038,0.0032,5e-05,-0.0035,0.0047,0.105,0.4754,0.606,0.4485,0.017
2017/10/01,0.0035,-0.0014,-0.0026,-0.0011,-0.0032,5e-05,0.0042,0.0047,0.328,-0.0795,-0.4424,-0.167,0.2554
2017/10/08,-0.0008,-0.0008,-0.0026,0.0017,-0.0036,4e-05,0.0064,0.0038,-0.1015,-0.032,-0.3895,0.3647,0.588
2017/10/15,0.0004,-0.003,0.001,0.0022,-0.0001,4e-05,-0.0002,0.0038,0.0838,-0.3496,-0.0072,0.2495,0.1543
2017/10/22,0.0057,0.0,0.0027,0.0009,-0.0001,4e-05,0.0012,0.0038,0.4163,0.1789,0.0735,0.0263,-0.1314
2017/10/29,0.0082,-0.0005,-0.0096,0.0008,-0.0122,4e-05,0.0097,0.0038,0.7573,0.014,-1.2467,0.0344,1.1713
2017/11/05,0.0031,-0.0054,-0.0072,-0.0015,-0.0008,4e-05,0.0048,0.0039,0.2817,-0.5962,-0.1984,-0.5334,0.1107
2017/11/12,0.0001,0.0006,-0.0042,0.0022,0.0011,4e-05,-0.0012,0.0039,-0.0304,0.0575,-0.0601,0.251,0.095
2017/11/19,-0.0014,0.0072,0.0029,-0.0017,0.0046,4e-05,-0.0134,0.0039,-0.0974,0.6168,0.4341,-0.2946,-0.403
2017/11/26,0.0021,0.0001,-0.0043,0.0004,-0.0007,4e-05,0.005,0.0039,0.2127,0.0619,-0.0614,-0.0482,0.1545
2017/12/03,-0.0022,-0.0032,0.0038,-0.0041,0.0038,4e-05,-0.0046,0.0044,-0.1165,-0.3932,0.3052,-0.4186,-0.4372
2017/12/10,0.0051,-0.0044,-0.0013,-0.0007,0.0016,4e-05,-0.0048,0.0044,0.5003,-0.3064,0.1765,-0.1677,-0.1142
2017/12/17,0.0092,0.0068,0.0005,0.0031,-0.0047,4e-05,0.0025,0.0044,0.7915,0.6889,-0.3163,0.4577,0.6512
2017/12/24,-0.0007,-0.002,-0.0021,-0.001,0.0021,4e-05,0.0011,0.0044,-0.0209,-0.2251,0.1529,-0.3326,-0.3591
2017/12/31,-0.0057,-0.0031,0.0,0.0017,0.0017,4e-05,-0.0018,0.0044,-0.4795,-0.3049,0.1562,0.1602,-0.0553
2018/01/07,0.0066,-0.0037,-0.0026,0.0037,-0.0037,6e-05,0.006,0.0053,0.5753,-0.3661,-0.28,0.5971,0.702
2018/01/14,0.0066,-0.0032,0.0016,-0.001,0.0019,6e-05,0.0,0.0053,0.6033,-0.2272,0.0908,-0.0879,0.1509
2018/01/21,0.0057,0.0094,-0.0004,0.0007,0.0012,6e-05,0.0056,0.0053,0.5371,1.0631,0.0568,0.1308,0.1758
2018/01/28,0.0111,-0.0061,-0.0052,0.003,-0.0017,6e-05,0.006,0.0053,0.9914,-0.4923,-0.1226,0.1257,0.797
2018/02/04,-0.0213,0.0001,-0.0029,0.0061,-0.0051,6e-05,0.0015,0.0056,-2.093,-0.1934,-0.4011,-0.18,0.8618
2018/02/11,0.0136,-0.0055,0.0015,0.0017,-0.0033,6e-05,0.0058,0.0056,1.2242,-0.5906,-0.3129,0.0504,0.7833
2018/02/18,0.0003,0.0036,0.0016,0.0004,0.0005,6e-05,-0.0015,0.0056,0.0303,0.1721,0.1411,0.079,-0.2522
2018/02/25,0.0154,-0.0038,-0.0015,-0.0017,-0.0006,6e-05,0.0004,0.0056,1.4612,-0.4075,0.1178,-0.493,-0.0041
2018/03/04,0.007,0.0111,-0.0049,-0.0041,-0.0035,5e-05,-0.0018,0.0012,0.586,1.0437,-0.364,-0.4539,-0.0029
2018/03/11,0.017,-0.002,0.0028,-0.0026,0.0001,5e-05,0.0064,0.0012,1.575,-0.0157,0.1334,0.1285,-0.2039
2018/03/18,0.0025,0.0047,0.0018,0.0006,0.0029,5e-05,-0.0043,0.0012,0.2419,0.4176,0.1912,0.2854,-0.0096
2018/03/25,-0.0209,0.0009,-0.0023,0.0013,0.0077,5e-05,-0.0033,0.0012,-1.9317,-0.1424,0.6116,0.129,-0.5851
2018/04/01,0.0141,-0.0031,-0.0022,-0.0037,-0.0016,5e-05,0.006,0.0012,1.3458,-0.1509,-0.1851,-0.009,0.0853
2018/04/08,-0.0219,0.0037,-0.0006,0.0014,-0.0004,7e-05,-0.0058,0.0068,-2.0056,0.368,-0.0729,0.1896,0.2706
2018/04/15,-0.0037,-0.001,-0.0024,-0.0007,0.002,7e-05,-0.008,0.0068,-0.3146,-0.3141,0.2295,-0.1878,-0.6028
2018/04/22,-0.0081,0.001,0.0058,-0.0054,0.0028,7e-05,0.0005,0.0068,-0.7511,0.0302,0.3847,-0.5261,-0.2805
2018/04/29,0.0001,-0.0026,0.0003,0.0062,0.0008,7e-05,0.0029,0.0068,0.065,-0.4048,0.2291,-0.0439,-0.2749
2018/05/06,0.013,-0.0002,-0.002,-0.0043,0.0,6e-05,-0.004,0.0064,1.2244,0.0845,-0.0887,-0.2984,0.0927
2018/05/13,0.0019,0.0014,-0.0038,0.0025,0.0012,6e-05,0.0014,0.0064,0.1482,0.1521,0.1417,-0.2413,-0.0988
2018/05/20,-0.0023,0.0045,-0.0061,0.0011,-0.0018,6e-05,0.0063,0.0064,-0.2305,0.4099,-0.2422,-0.278,-0.1213
2018/05/27,-0.0021,0.0024,-0.004,0.0055,-0.0059,6e-05,-0.0057,0.0064,-0.228,0.2323,-0.7353,-0.0822,0.546
2018/06/03,0.0106,-0.0021,-0.0011,-0.0006,-0.0017,6e-05,0.0063,0.0067,0.9586,-0.1612,-0.0955,-0.169,0.4017
2018/06/10,0.0031,0.0004,-0.004,0.0024,-0.0019,6e-05,-0.001,0.0067,0.292,0.0384,-0.158,0.0396,0.0166
2018/06/17,-0.0008,0.0012,-0.0025,0.0066,-0.0022,6e-05,-0.0088,0.0067,-0.1703,0.0655,-0.2159,0.2612,0.312
2018/06/24,0.0011,-0.0008,0.0046,-0.0052,0.0092,6e-05,-0.0063,0.0067,0.2206,-0.3893,0.9311,-0.3498,-1.2584
2018/07/01,0.0007,-0.0024,-0.0024,-0.0023,-0.0001,6e-05,-0.0002,0.0067,0.152,-0.3735,-0.052,-0.3723,-0.0291
2018/07/08,0.0088,-0.0002,-0.003,-0.0026,-0.0014,8e-05,0.0009,0.0074,0.8327,-0.1026,-0.132,-0.3897,-0.0622
2018/07/15,0.0008,-0.0018,-0.0029,0.0033,0.0019,8e-05,0.002,0.0074,0.0648,-0.1402,0.1818,0.2177,-0.0076
2018/07/22,-0.001,-0.0017,0.0013,0.0011,-0.0022,8e-05,0.0026,0.0074,-0.11,-0.0523,-0.0163,0.3644,0.4845
2018/07/29,-0.0082,-0.0121,0.0106,0.0052,0.0048,8e-05,-0.0133,0.0074,-0.772,-1.0365,0.4646,0.3816,-0.2714
2018/08/05,0.0031,-0.0093,0.0051,0.0064,0.0035,7e-05,-0.0081,0.0068,0.3205,-0.595,0.1637,0.6283,-0.1295
2018/08/12,-0.006,0.0031,-0.0021,-0.0026,0.0021,7e-05,0.0071,0.0068,-0.6404,0.2093,0.2285,-0.02,0.1682
2018/08/19,0.003,0.0013,0.0002,0.0022,0.002,7e-05,-0.0034,0.0068,0.3798,0.2233,0.1762,0.318,0.0141
2018/08/26,0.0062,-0.0008,-0.0057,-0.003,-0.0019,7e-05,0.0029,0.0068,0.6184,-0.1879,-0.0402,-0.297,-0.1607
2018/09/02,0.0008,0.0045,-0.0039,0.0015,-0.0014,7e-05,0.003,0.0068,0.0236,0.4589,-0.0675,0.087,0.3328
2018/09/09,-0.0018,0.0008,-0.0022,0.0003,0.0004,8e-05,-0.0018,0.0078,-0.2433,0.0146,-0.0222,0.0461,0.2358
2018/09/16,0.0012,0.0031,0.0025,-0.0011,-0.0006,8e-05,-0.0017,0.0078,0.0814,0.4707,0.0175,0.4104,-0.0982
2018/09/23,-0.0013,-0.0042,0.003,0.0022,0.0065,8e-05,-0.0032,0.0078,-0.1119,-0.5101,0.6903,0.163,-0.3084
2018/09/30,-0.0003,0.0034,-0.002,0.0011,0.0018,8e-05,0.0028,0.0078,0.0008,0.1343,0.2559,-0.2067,0.1849
2018/10/07,-0.0064,-0.0041,0.0039,-0.0038,0.0042,8e-05,0.0006,0.0082,-0.6141,-0.582,0.4206,-0.3145,-0.3986
2018/10/14,0.0138,-0.0111,-0.0175,0.0007,-0.0043,8e-05,0.0177,0.0082,1.2201,-1.0981,-0.5692,-0.5384,0.8046
2018/10/21,-0.0025,-0.0127,0.0071,0.0045,0.0056,8e-05,-0.0055,0.0082,-0.1889,-1.2274,0.8225,0.2691,-0.3711
2018/10/28,-0.0165,0.0059,0.0036,-0.0035,0.005,8e-05,-0.0014,0.0082,-1.5604,0.3819,0.3824,0.0198,-0.0499
2018/11/04,-0.0053,0.0084,0.0066,-0.0046,0.0022,8e-05,-0.0012,0.0085,-0.4865,0.8961,0.2206,0.0064,0.0331
2018/11/11,-0.0104,-0.0084,0.0042,0.0063,0.0067,8e-05,0.0004,0.0085,-0.9802,-0.9074,0.7618,0.5143,0.0963
2018/11/18,0.0015,-0.0002,-0.0005,-0.0078,0.0018,8e-05,0.0006,0.0085,0.1999,-0.0877,0.208,-0.292,-0.0876
2018/11/25,-0.0055,0.0076,-0.0061,0.0029,-0.0006,8e-05,0.0008,0.0085,-0.5654,0.6332,-0.1947,-0.1329,0.4365
2018/12/02,0.0078,-0.0038,-0.0043,0.0024,-0.0027,8e-05,-0.0028,0.0085,0.6735,-0.3649,-0.31,0.1444,0.9532
2018/12/09,-0.0236,0.0027,0.0134,-0.0048,0.0064,0.00011,-0.0053,0.0101,-2.1164,0.0542,0.6141,-0.1327,-0.4985
2018/12/16,-0.0189,0.0009,0.0049,-0.002,0.0062,0.00011,-0.0049,0.0101,-1.7198,0.1741,0.5035,0.092,-0.2987
2018/12/23,-0.0217,-0.0053,0.0077,0.0012,0.0064,0.00011,0.004,0.0101,-2.0691,-0.7317,0.5238,0.8256,-0.0179
2018/12/30,-0.0003,0.0075,0.0026,-0.0037,-0.0006,0.00011,0.0014,0.0101,0.0051,0.5908,-0.1331,-0.4186,-0.2583
2019/01/06,0.0355,0.0036,-0.007,-0.0011,-0.0059,0.0001,-0.0096,0.0091,3.3309,0.4452,-0.608,-0.4815,-0.4782
2019/01/13,-0.0001,0.002,0.0021,0.0024,0.0025,0.0001,-0.0021,0.0091,-0.0242,0.2205,0.0826,0.1215,0.0151
2019/01/20,0.0129,-0.0029,0.0012,0.0019,-0.0027,0.0001,-0.0084,0.0091,1.194,-0.1257,-0.322,0.1974,-0.0697
2019/01/27,0.009,0.0042,-0.0035,-0.0035,-0.0057,0.0001,-0.0137,0.0091,0.9453,0.2933,-0.4439,-0.7055,-0.5121
2019/02/03,0.0014,-0.0016,0.0043,-0.0074,0.003,0.0001,-0.0054,0.0095,0.1328,-0.4103,0.028,-0.3127,-0.2565
2019/02/10,0.0009,-0.0008,-0.0069,-0.0034,-0.0012,0.0001,0.0073,0.0095,0.0565,-0.2661,-0.2226,-0.379,0.0282
2019/02/17,0.0113,0.0038,0.0048,-0.0021,0.0001,0.0001,-0.0048,0.0095,1.0734,0.4561,-0.2593,-0.1059,-0.3528
2019/02/24,0.0065,0.0039,-0.0148,0.0029,-0.0061,0.0001,0.0025,0.0095,0.6267,0.2251,-0.8459,0.3172,0.4703
2019/03/03,0.0072,0.0025,-0.004,-0.0036,-0.0018,9e-05,-0.0023,0.0092,0.5983,0.4957,-0.2395,-0.3067,-0.0657
2019/03/10,-0.0022,0.0006,-0.0017,-0.0011,-0.0028,9e-05,0.0013,0.0092,-0.1986,0.1454,-0.1355,-0.1761,0.0382
2019/03/17,0.0048,-0.0024,-0.0025,-0.0003,-0.0019,9e-05,-0.0017,0.0092,0.445,-0.2696,-0.1358,-0.2816,0.0834
2019/03/24,-0.0217,-0.0157,-0.0007,0.0056,0.006,9e-05,0.0101,0.0092,-2.043,-1.8342,0.5968,0.0203,-0.4884
2019/03/31,0.0066,-0.0028,-0.0092,0.0021,-0.0017,9e-05,-0.0002,0.0092,0.5924,-0.2449,-0.2683,-0.1555,0.4478
2019/04/07,0.0052,0.0049,-0.0007,-0.0028,0.001,0.0001,-0.0066,0.0101,0.5016,0.3475,0.0555,-0.3426,-0.3831
2019/04/14,0.0065,-0.0036,0.0065,0.0053,-0.0025,0.0001,-0.0108,0.0101,0.6325,-0.3621,-0.2362,0.31,0.0247
2019/04/21,0.0011,-0.0028,-0.0051,0.0015,-0.0021,0.0001,-0.0005,0.0101,0.0961,-0.0956,-0.1842,0.2734,0.0363
2019/04/28,0.0053,0.0048,0.0006,-0.0008,-0.0019,0.0001,0.0012,0.0101,0.5268,0.4703,-0.1409,-0.3833,-0.4803
2019/05/05,0.0113,0.0093,-0.0027,-0.0001,-0.0034,9e-05,-0.0024,0.009,1.0808,0.782,-0.4511,-0.1712,-0.1989
2019/05/12,0.0035,-0.0033,0.0008,-0.001,0.0026,9e-05,0.006,0.009,0.3964,-0.358,0.2753,-0.1839,0.0362
2019/05/19,-0.0073,-0.0076,0.0029,0.0006,0.0032,9e-05,0.0046,0.009,-0.6859,-0.8952,0.3532,-0.1931,-0.4032
2019/05/26,0.0023,0.0051,0.003,-0.0049,-0.0003,9e-05,0.0004,0.009,0.2675,0.4842,-0.0399,-0.166,-0.317
2019/06/02,-0.0137,-0.0023,-0.0009,0.0003,0.004,9e-05,0.0059,0.009,-1.1809,-0.4003,0.3944,-0.2119,-0.0945
2019/06/09,0.0104,-0.0014,-0.0121,0.0035,-0.0065,9e-05,0.0037,0.0093,0.958,-0.0946,-0.6816,0.3621,0.3036
2019/06/16,-0.0027,-0.0074,0.0031,0.0025,0.0014,9e-05,0.0092,0.0093,-0.2804,-0.6175,-0.024,0.5597,0.1698
2019/06/23,-0.0021,-0.0046,-0.0003,-0.0011,0.0002,9e-05,-0.0009,0.0093,-0.2569,-0.4068,0.0281,0.198,0.1713
2019/06/30,0.0068,0.0077,0.0061,-0.0047,0.0011,9e-05,-0.0055,0.0093,0.6562,0.6863,0.0215,-0.6613,-0.4711
2019/07/07,-0.001,0.0034,0.0091,0.0013,-0.0005,9e-05,-0.0028,0.0081,-0.121,0.3348,0.1414,-0.0477,-0.13
2019/07/14,0.0053,0.0032,0.0041,0.0059,-0.0009,9e-05,-0.0093,0.0081,0.4586,0.3836,0.0999,0.1228,-0.4305
2019/07/21,-0.0056,0.003,0.0087,0.0036,0.0009,9e-05,-0.01,0.0081,-0.5698,0.3002,0.4183,0.075,-0.2443
2019/07/28,0.0082,0.0033,-0.0019,-0.0061,-0.0025,9e-05,0.0025,0.0081,0.7226,0.2259,-0.1027,-0.1543,0.026
2019/08/04,-0.0087,-0.0026,0.0006,0.0015,0.0019,7e-05,0.0022,0.0087,-0.788,-0.2292,0.2704,0.4524,-0.0626
2019/08/11,-0.0078,-0.005,-0.0022,-0.0049,-0.0002,7e-05,0.01,0.0087,-0.7268,-0.6612,0.0991,-0.0561,-0.1019
2019/08/18,0.0155,0.0064,0.0061,0.0014,-0.0006,7e-05,-0.0109,0.0087,1.4798,0.6366,0.0448,-0.2255,-0.3207
2019/08/25,-0.0266,-0.0061,-0.0019,-0.0063,-0.0024,7e-05,0.0095,0.0087,-2.4339,-0.7753,-0.3956,-0.4146,-0.4129
2019/09/01,0.0003,-0.0025,0.0023,0.001,0.0013,7e-05,-0.0027,0.0087,0.0557,-0.1718,0.0553,0.0434,-0.2506
2019/09/08,-0.0002,-0.0036,0.0004,0.0016,0.0042,9e-05,-0.0039,0.0089,0.018,-0.1923,0.4599,0.0339,-0.2377
2019/09/15,-0.0001,0.0018,0.0074,-0.0003,-0.001,9e-05,-0.007,0.0089,-0.0493,0.3692,0.0082,0.2598,-0.0347
2019/09/22,-0.0048,0.0029,0.0015,-0.0059,0.0008,9e-05,0.0003,0.0089,-0.4172,0.1346,-0.0982,-0.3849,-0.2312
2019/09/29,-0.0062,-0.0017,0.0089,0.0024,0.0056,9e-05,-0.0072,0.0089,-0.5782,0.1265,0.5729,0.3889,-0.0146
2019/10/06,0.0139,-0.005,-0.0007,-0.0001,0.0003,7e-05,0.0092,0.0067,1.2593,-0.3977,-0.1345,0.2237,0.4774
2019/10/13,0.0123,0.006,0.002,0.0048,0.003,7e-05,-0.0115,0.0067,1.1322,0.7062,0.1573,0.1028,0.0531
2019/10/20,-0.0049,-0.0014,0.0086,-0.0008,0.0038,7e-05,0.0045,0.0067,-0.3782,0.0574,0.6157,0.3881,-0.2993
2019/10/27,0.0051,0.0039,0.0008,0.0034,-0.0004,7e-05,-0.0082,0.0067,0.4001,0.4923,-0.0067,0.0455,0.3083
2019/11/03,0.0108,0.0065,0.0084,-0.0018,0.0014,6e-05,-0.018,0.006,1.0144,0.6918,0.2594,-0.5881,-0.7922
2019/11/10,0.0031,0.0,-0.0036,-0.0013,0.0005,6e-05,-0.0017,0.006,0.2583,0.0146,0.266,-0.1355,-0.0404
2019/11/17,0.0074,-0.0029,-0.0033,-0.0002,0.0005,6e-05,-0.0052,0.006,0.7005,-0.33,0.0034,-0.374,0.1729
2019/11/24,0.0024,0.0016,0.0022,0.0017,0.0005,6e-05,-0.0099,0.006,0.1949,0.3523,0.1181,0.0788,-0.0596
2019/12/01,-0.0042,-0.0011,-0.0031,-0.0047,0.0,6e-05,-0.0001,0.006,-0.4105,-0.116,-0.0309,-0.1402,-0.0431
2019/12/08,0.0091,0.0038,0.0037,0.0033,0.0022,7e-05,-0.0076,0.0068,0.8357,0.391,0.1494,-0.2265,-0.1986
2019/12/15,-0.0003,-0.0045,-0.0055,-0.0027,-0.0024,7e-05,0.0076,0.0068,-0.0037,-0.5008,-0.3819,0.0556,0.3914
2019/12/22,0.0048,-0.0027,-0.0031,0.0001,-0.0007,7e-05,0.0023,0.0068,0.4472,-0.4079,0.0509,0.0721,0.1331
2019/12/29,-0.001,-0.0055,-0.0007,0.0026,0.001,7e-05,0.0037,0.0068,-0.0711,-0.5205,0.0495,0.3771,0.2624
